stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
1971,583,Old Norcross at the Gwinnett Body Shop,,33.955595000000002,-84.105671999999998,,,0,,0
1972,604,Peachtree Corners Cir & Autumn Trace Dr,,33.947006999999999,-84.251565999999997,,,0,,0
1973,607,Peachtree Corners Cir & Corners Ind Cir,,33.941907,-84.250066000000004,,,0,,0
1974,614,Peachtree Ctr Ave & John Wesley Dobbs Av,,33.757033,-84.386026999999999,,,0,,0
1975,615,Peachtree Corners Cir & Jones Mill Spur ,,33.945535,-84.251131000000001,,,0,,0
1976,618,Peachtree Industrial Blvd & Kingston Ct,,33.941583999999999,-84.243920000000003,,,0,,0
1977,628,Peachtree Industrial Rd & DIVOTS Sportsw,,33.953786999999998,-84.223770000000002,,,0,,0
1978,635,Peachtree Corners Cir & Brandywine Tr,,33.956463999999997,-84.248968000000005,,,0,,0
1979,636,Peachtree Corners Cir & Jones Mill Spur ,,33.944952999999998,-84.250664999999998,,,0,,0
198,198,Buford Hwy & Value Pawn OB,,33.933003999999997,-84.219842999999997,,,0,,0
1980,640,Peachtree Corners Cir & Parton Ct,,33.949603000000003,-84.251576,,,0,,0
1981,647,Philip Blvd & Walther Rd OB,,33.968584,-84.005680999999996,,,0,,0
1982,648,Philip Blvd & Walther Rd IB,,33.968688,-84.006519999999995,,,0,,0
1983,665,Lawrenceville Suwanee Rd & Professional ,,33.960462,-84.020473999999993,,,0,,0
1984,672,Reps Miller Rd & Race Track,,33.954909999999998,-84.218767999999997,,,0,,0
1985,675,Old Norcross Rd & Riverside Pkwy OB,,33.953218999999997,-84.027150000000006,,,0,,0
1986,683,Satellite Blvd & I Love Pho Restaurant I,,33.942931999999999,-84.160084999999995,,,0,,0
1987,684,Satellite Rd & Pars Cars Sales,,33.964466000000002,-84.126814999999993,,,0,,0
1988,699,Satellite Blvd & Hopkins Mill Rd IB,,33.941169000000002,-84.163515000000004,,,0,,0
1989,712,Satellite Blvd & Quicktrip OB,,33.962162999999997,-84.132392999999993,,,0,,0
199,199,Buford Hwy & West Mount Tabor,,33.970857000000002,-84.171065999999996,,,0,,0
1990,721,Satellite Blvd & 2180 Satellite Blvd,,33.984399000000003,-84.092431000000005,,,0,,0
1991,732,Satellite Blvd & Steve Reynolds Blvd IB,,33.953716,-84.142527000000001,,,0,,0
1992,737,Shackleford Rd & Corporate Dr OB,,33.941555000000001,-84.145697999999996,,,0,,0
1993,740,Shackleford Rd & Park Dr,,33.938991999999999,-84.149956000000003,,,0,,0
1995,746,Singleton Rd & Pirkle Rd IB,,33.908000000000001,-84.192442999999997,,,0,,0
1996,753,Singleton Rd & Button Gwinnett Pl IB,,33.908132000000002,-84.190484999999995,,,0,,0
1997,754,Singleton Rd & Country Downs Dr OB,,33.910656000000003,-84.173458999999994,,,0,,0
1998,760,Singleton Rd & Harbins Rd (before light),,33.908456000000001,-84.183070000000001,,,0,,0
1999,771,5925 Singleton Rd (across Steeple Chase ,,33.907460999999998,-84.195800000000006,,,0,,0
200,200,Buford Hwy & Woodbine Hill Way,,33.96904,-84.173548999999994,,,0,,0
2000,780,Koger Blvd & St Leo University OB,,33.948390000000003,-84.124274,,,0,,0
2001,787,Steve Reynolds Blvd & Falling Water Ln I,,33.916442000000004,-84.151394999999994,,,0,,0
2002,789,Steve Reynolds Blvd & Old Norcross Rd OB,,33.962246999999998,-84.141585000000006,,,0,,0
2003,799,Stone Mountain Street & Open Field,,33.935723000000003,-83.997653999999997,,,0,,0
2004,802,Sugarloaf Mills Cir by 412/410 P&R,,33.983271999999999,-84.081197000000003,,,0,,0
2005,804,Sugarloaf Mills Cir & Bass Pro Shop,,33.982385999999998,-84.084422000000004,,,0,,0
2006,819,Peachtree St & Baker St (SunTrust Plaza),,33.762636999999998,-84.387355999999997,,,0,,0
2007,821,Sweetwater Rd & Club Drive OB,,33.942298999999998,-84.127109000000004,,,0,,0
2008,835,Washington Street & Martin Luther King J,,33.750422999999998,-84.388240999999994,,,0,,0
2009,843,W P'tree St & Peachtree Pl (412/103A),,33.780586999999997,-84.387322999999995,,,0,,0
2010,871,Beaver Ruin Rd & Bailey Dr OB,,33.938764999999997,-84.189774,,,0,,0
2011,872,Beaver Ruin Rd & Child Ntwrk Daycare OB,,33.939506999999999,-84.192248000000006,,,0,,0
2012,877,Beaver Ruin Rd & Shell Gas Station,,33.932367999999997,-84.152394999999999,,,0,,0
2013,881,Boggs Rd & Caduceus Occupational Med,,33.956702999999997,-84.094299000000007,,,0,,0
2014,963,Koger Blvd & Assi Farmers Market,,33.947785000000003,-84.125101000000001,,,0,,0
2015,964,Koger Blvd & Devry University IB,,33.948799000000001,-84.122844999999998,,,0,,0
2016,911,Lawrenceville Hwy & Rockbridge Rd (Citgo,,33.882665000000003,-84.161827000000002,,,0,,0
2017,976,Lawrenceville Hwy & Wal-Mart,,33.938099000000001,-84.025582999999997,,,0,,0
2018,913,Live Oak Pkwy & Thompson Pkwy IB,,33.907259000000003,-84.203299999999999,,,0,,0
2019,922,Park Dr & Gwinnett Park Sign (across),,33.936245999999997,-84.149486999999993,,,0,,0
2020,923,Peachtree Pkwy & The Corner Bakery,,33.953851,-84.233352999999994,,,0,,0
2021,985,Peachtree Corners Cir & CHASE Bank IB,,33.977336999999999,-84.216094999999996,,,0,,0
2022,984,Peachtree Corners Cir & Davinci Ct IB,,33.977442000000003,-84.214405999999997,,,0,,0
2023,925,Peachtree Corners Cir & Gleanleaf Dr IB,,33.947259000000003,-84.251345000000001,,,0,,0
2024,926,Peachtree Corners Cir & Jones Mill Ct,,33.943959999999997,-84.250658000000001,,,0,,0
2025,927,Peachtree Corners Cir & Parton Ct OB,,33.949232000000002,-84.251962000000006,,,0,,0
2026,975,Professional Dr & 2nd 4way Stop Sign,,33.961333000000003,-84.018231,,,0,,0
2027,867,Satellite Blvd & Aviation Insitute IB,,33.950085999999999,-84.149097999999995,,,0,,0
2028,968,Shackleford Rd & Doan Way OB,,33.940294999999999,-84.148133999999999,,,0,,0
2029,932,Singleton Rd & Harbins Ridge Drive IB,,33.908248999999998,-84.186611999999997,,,0,,0
203,203,Buford Hwy at Steve Dr (Accu-Car Expo),,33.920552999999998,-84.255382999999995,,,0,,0
2030,934,Singleton Rd & Hydaburg Lane OB,,33.911512999999999,-84.169825000000003,,,0,,0
2031,960,Steve Reynolds Blvd & Windward Lane IB,,33.927159000000003,-84.147492,,,0,,0
2032,939,Steve Reynolds Blvd & Falling Water Ln O,,33.916846999999997,-84.151487000000003,,,0,,0
2033,944,Technology Pkwy at 157 Tech Pkwy,,33.961153000000003,-84.223633000000007,,,0,,0
2034,993,Lawrenceville Hwy & Bryson Park IB,,33.889192000000001,-84.148124999999993,,,0,,0
2036,997,Buford Hwy & Cornerstone Auto (across) O,,33.9285,-84.238912999999997,,,0,,0
2037,999,Lawrenceville Hwy & Car Care Service Cen,,33.899985000000001,-84.130975000000007,,,0,,0
2038,1019,Lonnie Harvel Blvd @ GGC Housing OB,,33.980668999999999,-84.008364999999998,,,0,,0
2039,1032,Lakes Pkwy & Wiegand Blvd,,33.961908000000001,-84.049248000000006,,,0,,0
2041,1016,Lakes Pkwy & Belle Meade Ct,,33.963721,-84.056531000000007,,,0,,0
2042,1038,Collins Hill Rd & Hurricane Shoals Rd IB,,33.972110000000001,-83.992811000000003,,,0,,0
2043,1012,Lakes Pkwy @ 1760 Apt Homes OB,,33.962961,-84.059691999999998,,,0,,0
2044,1039,Atkinson Rd & Farmwood Dr,,33.973100000000002,-84.076884000000007,,,0,,0
2045,1018,Lawrenceville Suwanee Rd & Lawrenceville,,33.971342999999997,-84.018006999999997,,,0,,0
2046,1052,1762 Clifton Rd,,33.801372000000001,-84.331348000000006,,,0,,0
2047,1058,Jimmy Carter Blvd & Dunkin Donuts OB,,33.904094000000001,-84.205534,,,0,,0
2048,1059,Buford Hwy & Remington Park Ct,,33.964880000000001,-84.179812999999996,,,0,,0
2049,1062,Data Drive at Vital Solutions,,33.971943000000003,-84.225568999999993,,,0,,0
205,205,Buford Hwy & S Cemetery St IB,,33.938791999999999,-84.211274000000003,,,0,,0
2050,1061,N Berkeley Lake Rd & Storage IB,,33.975304000000001,-84.161575999999997,,,0,,0
2051,1060,N Berkeley Lake Rd & Storage OB,,33.975281000000003,-84.161028999999999,,,0,,0
2052,1045,Gwinnett Medical Resource Ctr,,33.966327999999997,-84.008302999999998,,,0,,0
2053,1047,Collins Hill Rd & Hurricane Shoals Rd OB,,33.971958999999998,-83.992980000000003,,,0,,0
2054,1046,Lakes Pkwy & 1760 Apartment Homes IB,,33.963231999999998,-84.059735000000003,,,0,,0
2055,6,Doraville MARTA Station,,33.902675000000002,-84.279965000000004,,,0,,0
2056,19,I-985 @ SR20 P&R,,34.085081000000002,-83.995197000000005,,,0,,0
2057,79,Old Norcross Rd & Averitt OB,,33.953460999999997,-84.023769999999999,,,0,,0
2058,96,Beaver Ruin Rd at Pinnacle Way IB,,33.934758000000002,-84.183176000000003,,,0,,0
2059,101,Beaver Ruin Rd & Sourwood Rd OB,,33.935664000000003,-84.169088000000002,,,0,,0
2060,109,Pleasant Hill Rd & Lawrenceville Hwy OB,,33.907192999999999,-84.111581999999999,,,0,,0
